     0   -5.000000E-01    4.254254E-03    4.254254E-03    0.000000E+00 
     1   -4.989990E-01    5.199199E-03    5.199199E-03    0.000000E+00 
     2   -4.979980E-01    5.991992E-03    5.991992E-03    0.000000E+00 
     3   -4.969970E-01    6.560561E-03    6.560561E-03    0.000000E+00 
     4   -4.959960E-01    6.856857E-03    6.856857E-03    0.000000E+00 
     5   -4.949950E-01    6.856857E-03    6.856857E-03    0.000000E+00 
     6   -4.939940E-01    6.560561E-03    6.560561E-03    0.000000E+00 
     7   -4.929930E-01    5.991992E-03    5.991992E-03    0.000000E+00 
     8   -4.919920E-01    5.199199E-03    5.199199E-03    0.000000E+00 
     9   -4.909910E-01    4.254254E-03    4.254254E-03    0.000000E+00 
    10             NAN    0.000000E+00             NAN             NAN 
    11             NAN    0.000000E+00             NAN             NAN 
    12             NAN    0.000000E+00             NAN             NAN 
    13             NAN    0.000000E+00             NAN             NAN 
    14             NAN    0.000000E+00             NAN             NAN 
    15             NAN    0.000000E+00             NAN             NAN 
    16             NAN    0.000000E+00             NAN             NAN 
    17             NAN    0.000000E+00             NAN             NAN 
    18             NAN    0.000000E+00             NAN             NAN 
    19             NAN    0.000000E+00             NAN             NAN 
    20             NAN    0.000000E+00             NAN             NAN 
    21             NAN    0.000000E+00             NAN             NAN 
    22             NAN    0.000000E+00             NAN             NAN 
    23             NAN    0.000000E+00             NAN             NAN 
    24             NAN    0.000000E+00             NAN             NAN 
    25             NAN    0.000000E+00             NAN             NAN 
    26             NAN    0.000000E+00             NAN             NAN 
    27             NAN    0.000000E+00             NAN             NAN 
    28             NAN    0.000000E+00             NAN             NAN 
    29             NAN    0.000000E+00             NAN             NAN 
    30             NAN    0.000000E+00             NAN             NAN 
    31             NAN    0.000000E+00             NAN             NAN 
    32             NAN    0.000000E+00             NAN             NAN 
    33             NAN    0.000000E+00             NAN             NAN 
    34             NAN    0.000000E+00             NAN             NAN 
    35             NAN    0.000000E+00             NAN             NAN 
    36             NAN    0.000000E+00             NAN             NAN 
    37             NAN    0.000000E+00             NAN             NAN 
    38             NAN    0.000000E+00             NAN             NAN 
    39             NAN    0.000000E+00             NAN             NAN 
